Time;Order;SKU;MU;TU;Module;Step;Event
738,10;1501;501;91;59;1;Conditioner;Start Process
738,10;0;0;0;104;1;Conditioner;Queue Down
739,10;1501;501;97;0;1;Melter;Queue Up
739,10;1506;506;86;111;2;Shaper;End Process
739,10;1504;504;83;117;2;Shaper;Start Process
739,10;1503;503;90;114;1;Shaper;Queue Up
739,10;0;0;0;59;1;Conditioner;Release TU
739,10;1501;501;97;9;1;Melter;Start Process
739,10;1503;503;90;114;1;Shaper;Start Process
740,10;1505;505;94;0;4;Melter;Queue Up
740,10;1505;505;88;61;3;Preshaper;End Process
740,10;1504;504;89;13;3;Preshaper;Start Process
740,10;0;0;0;53;2;Preshaper;Queue Down
740,10;1505;505;94;7;4;Melter;Start Process
741,10;0;0;0;16;2;Preshaper;Release TU
741,10;1501;501;91;112;1;Conditioner;End Process
741,10;1503;503;90;114;1;Shaper;End Process
743,10;1502;502;93;53;2;Preshaper;End Process
743,10;1504;504;83;117;2;Shaper;End Process
743,10;1501;501;97;9;1;Melter;End Process
744,10;0;0;0;55;1;Preshaper;Queue Down
744,10;1501;501;91;112;1;Shaper;Queue Up
744,10;1501;501;91;112;1;Shaper;Start Process
745,10;1505;505;88;61;3;Conditioner;Queue Up
745,10;1505;505;88;61;3;Conditioner;Start Process
745,10;0;0;0;108;3;Conditioner;Queue Down
746,10;1501;501;91;112;1;Shaper;End Process
746,10;0;0;0;61;3;Conditioner;Release TU
747,10;1503;503;96;10;2;Preshaper;Queue Up
747,10;1502;502;99;0;1;Melter;Queue Up
747,10;1503;503;96;10;2;Preshaper;Start Process
747,10;1502;502;99;15;1;Melter;Start Process
748,10;1505;505;94;7;4;Melter;End Process
748,10;1502;502;93;53;2;Conditioner;Queue Up
748,10;1502;502;93;53;2;Conditioner;Start Process
748,10;0;0;0;118;2;Conditioner;Queue Down
749,10;0;0;0;53;2;Conditioner;Release TU
750,10;1505;505;88;109;3;Conditioner;End Process
751,10;1502;502;99;15;1;Melter;End Process
752,10;1502;502;93;102;2;Conditioner;End Process
753,10;1501;501;97;9;1;Preshaper;Queue Up
753,10;1505;505;88;109;2;Shaper;Queue Up
753,10;1501;501;97;9;1;Preshaper;Start Process
753,10;1505;505;88;109;2;Shaper;Start Process
755,10;0;0;0;1;4;Preshaper;Release TU
755,10;0;0;0;54;3;Preshaper;Queue Down
755,10;1502;502;93;102;1;Shaper;Queue Up
755,10;1502;502;93;102;1;Shaper;Start Process
756,10;0;0;0;13;3;Preshaper;Release TU
756,10;0;0;0;58;2;Preshaper;Queue Down
757,10;1506;506;98;0;3;Melter;Queue Up
757,10;1506;506;92;65;4;Preshaper;End Process
757,10;1505;505;88;109;2;Shaper;End Process
757,10;1502;502;93;102;1;Shaper;End Process
757,10;1506;506;98;6;3;Melter;Start Process
758,10;1504;504;95;0;2;Melter;Queue Up
758,10;1504;504;89;54;3;Preshaper;End Process
758,10;1505;505;94;7;3;Preshaper;Queue Up
758,10;1504;504;95;17;2;Melter;Start Process
758,10;1505;505;94;7;3;Preshaper;Start Process
761,10;0;0;0;10;2;Preshaper;Release TU
761,10;1502;502;99;15;2;Preshaper;Queue Up
761,10;0;0;0;67;2;Preshaper;Queue Down
762,10;1506;506;92;65;4;Conditioner;Queue Up
762,10;1506;506;92;65;4;Conditioner;Start Process
762,10;0;0;0;107;4;Conditioner;Queue Down
763,10;1503;503;96;58;2;Preshaper;End Process
763,10;1502;502;99;15;2;Preshaper;Start Process
763,10;1506;506;98;6;3;Melter;End Process
763,10;1504;504;89;54;3;Conditioner;Queue Up
763,10;0;0;0;65;4;Conditioner;Release TU
763,10;1504;504;89;54;3;Conditioner;Start Process
763,10;0;0;0;116;3;Conditioner;Queue Down
764,10;1504;504;95;17;2;Melter;End Process
764,10;0;0;0;54;3;Conditioner;Release TU
765,10;0;0;0;9;1;Preshaper;Release TU
767,10;1501;501;97;55;1;Preshaper;End Process
767,10;1503;503;102;0;3;Melter;Queue Up
767,10;1503;503;102;18;3;Melter;Start Process
768,10;1506;506;92;110;4;Conditioner;End Process
768,10;1504;504;89;108;3;Conditioner;End Process
768,10;1503;503;96;58;2;Conditioner;Queue Up
768,10;1503;503;96;58;2;Conditioner;Start Process
768,10;0;0;0;113;2;Conditioner;Queue Down
769,10;0;0;0;58;2;Conditioner;Release TU
771,10;1506;506;92;110;2;Shaper;Queue Up
771,10;1504;504;89;108;2;Shaper;Queue Up
771,10;1506;506;92;110;2;Shaper;Start Process
772,10;1501;501;97;55;1;Conditioner;Queue Up
772,10;1503;503;96;118;2;Conditioner;End Process
772,10;1501;501;97;55;1;Conditioner;Start Process
772,10;0;0;0;106;1;Conditioner;Queue Down
773,10;0;0;0;60;3;Preshaper;Queue Down
773,10;1506;506;98;6;4;Preshaper;Queue Up
773,10;1503;503;102;18;3;Melter;End Process
773,10;0;0;0;55;1;Conditioner;Release TU
773,10;1506;506;98;6;4;Preshaper;Start Process
774,10;0;0;0;51;4;Preshaper;Queue Down
774,10;0;0;0;7;3;Preshaper;Release TU
774,10;1504;504;95;17;3;Preshaper;Queue Up
775,10;1501;501;103;0;2;Melter;Queue Up
775,10;1506;506;92;110;2;Shaper;End Process
775,10;1504;504;89;108;2;Shaper;Start Process
775,10;1501;501;97;104;1;Conditioner;End Process
775,10;1503;503;96;118;1;Shaper;Queue Up
775,10;1501;501;103;12;2;Melter;Start Process
775,10;1503;503;96;118;1;Shaper;Start Process
776,10;1505;505;100;0;4;Melter;Queue Up
776,10;1505;505;94;60;3;Preshaper;End Process
776,10;1504;504;95;17;3;Preshaper;Start Process
776,10;0;0;0;67;2;Preshaper;Queue Down
776,10;1505;505;100;8;4;Melter;Start Process
777,10;0;0;0;15;2;Preshaper;Release TU
777,10;1503;503;96;118;1;Shaper;End Process
778,10;0;0;0;52;1;Preshaper;Queue Down
778,10;1501;501;97;104;1;Shaper;Queue Up
778,10;1501;501;97;104;1;Shaper;Start Process
779,10;1502;502;99;67;2;Preshaper;End Process
779,10;1504;504;89;108;2;Shaper;End Process
780,10;1501;501;97;104;1;Shaper;End Process
781,10;1501;501;103;12;2;Melter;End Process
781,10;1505;505;94;60;3;Conditioner;Queue Up
781,10;1505;505;94;60;3;Conditioner;Start Process
781,10;0;0;0;115;3;Conditioner;Queue Down
782,10;0;0;0;60;3;Conditioner;Release TU
783,10;1503;503;102;18;2;Preshaper;Queue Up
783,10;1502;502;105;0;2;Melter;Queue Up
783,10;1503;503;102;18;2;Preshaper;Start Process
783,10;1502;502;105;2;2;Melter;Start Process
784,10;1505;505;100;8;4;Melter;End Process
784,10;1502;502;99;67;2;Conditioner;Queue Up
784,10;1502;502;99;67;2;Conditioner;Start Process
784,10;0;0;0;103;2;Conditioner;Queue Down
785,10;0;0;0;67;2;Conditioner;Release TU
786,10;1505;505;94;116;3;Conditioner;End Process
788,10;1502;502;99;113;2;Conditioner;End Process
789,10;1502;502;105;2;2;Melter;End Process
789,10;1505;505;94;116;2;Shaper;Queue Up
789,10;1505;505;94;116;2;Shaper;Start Process
791,10;0;0;0;6;4;Preshaper;Release TU
791,10;0;0;0;61;3;Preshaper;Queue Down
791,10;1501;501;103;12;1;Preshaper;Queue Up
791,10;1502;502;99;113;1;Shaper;Queue Up
791,10;1501;501;103;12;1;Preshaper;Start Process
791,10;1502;502;99;113;1;Shaper;Start Process
792,10;0;0;0;17;3;Preshaper;Release TU
792,10;0;0;0;58;2;Preshaper;Queue Down
793,10;1506;506;104;0;3;Melter;Queue Up
793,10;1506;506;98;51;4;Preshaper;End Process
793,10;1505;505;94;116;2;Shaper;End Process
793,10;1502;502;99;113;1;Shaper;End Process
793,10;1506;506;104;14;3;Melter;Start Process
794,10;1504;504;101;0;1;Melter;Queue Up
794,10;1504;504;95;61;3;Preshaper;End Process
794,10;1505;505;100;8;3;Preshaper;Queue Up
794,10;1504;504;101;11;1;Melter;Start Process
794,10;1505;505;100;8;3;Preshaper;Start Process
797,10;0;0;0;18;2;Preshaper;Release TU
798,10;1506;506;98;51;4;Conditioner;Queue Up
798,10;1504;504;101;11;1;Melter;End Process
798,10;1506;506;98;51;4;Conditioner;Start Process
798,10;0;0;0;105;4;Conditioner;Queue Down
799,10;1503;503;102;58;2;Preshaper;End Process
799,10;1502;502;105;2;2;Preshaper;Queue Up
799,10;1506;506;104;14;3;Melter;End Process
799,10;1504;504;95;61;3;Conditioner;Queue Up
799,10;0;0;0;51;4;Conditioner;Release TU
799,10;1502;502;105;2;2;Preshaper;Start Process
799,10;1504;504;95;61;3;Conditioner;Start Process
799,10;0;0;0;102;3;Conditioner;Queue Down
800,10;0;0;0;61;3;Conditioner;Release TU
803,10;0;0;0;12;1;Preshaper;Release TU
803,10;1503;503;108;0;3;Melter;Queue Up
803,10;0;0;0;19;3;Melter;Queue Down
803,10;1503;503;108;19;3;Melter;Start Process
804,10;1506;506;98;107;4;Conditioner;End Process
804,10;1504;504;95;115;3;Conditioner;End Process
804,10;1503;503;102;58;2;Conditioner;Queue Up
804,10;1503;503;102;58;2;Conditioner;Start Process
804,10;0;0;0;110;2;Conditioner;Queue Down
805,10;1501;501;103;52;1;Preshaper;End Process
805,10;0;0;0;58;2;Conditioner;Release TU
807,10;1506;506;98;107;2;Shaper;Queue Up
807,10;1504;504;95;115;2;Shaper;Queue Up
807,10;1506;506;98;107;2;Shaper;Start Process
808,10;1504;504;101;11;3;Preshaper;Queue Up
808,10;1503;503;102;103;2;Conditioner;End Process
809,10;0;0;0;53;3;Preshaper;Queue Down
809,10;1506;506;104;14;4;Preshaper;Queue Up
809,10;1503;503;108;19;3;Melter;End Process
809,10;1506;506;104;14;4;Preshaper;Start Process
810,10;0;0;0;62;4;Preshaper;Queue Down
810,10;0;0;0;8;3;Preshaper;Release TU
810,10;1501;501;103;52;1;Conditioner;Queue Up
810,10;1501;501;103;52;1;Conditioner;Start Process
810,10;0;0;0;101;1;Conditioner;Queue Down
811,10;1501;501;109;0;1;Melter;Queue Up
811,10;1506;506;98;107;2;Shaper;End Process
811,10;1504;504;95;115;2;Shaper;Start Process
811,10;1503;503;102;103;1;Shaper;Queue Up
811,10;0;0;0;52;1;Conditioner;Release TU
811,10;1501;501;109;16;1;Melter;Start Process
811,10;1503;503;102;103;1;Shaper;Start Process
812,10;1505;505;106;0;4;Melter;Queue Up
812,10;1505;505;100;53;3;Preshaper;End Process
812,10;1504;504;101;11;3;Preshaper;Start Process
812,10;0;0;0;55;2;Preshaper;Queue Down
812,10;1505;505;106;4;4;Melter;Start Process
813,10;0;0;0;2;2;Preshaper;Release TU
813,10;1501;501;103;106;1;Conditioner;End Process
813,10;1503;503;102;103;1;Shaper;End Process
815,10;1502;502;105;55;2;Preshaper;End Process
815,10;1504;504;95;115;2;Shaper;End Process
815,10;1501;501;109;16;1;Melter;End Process
816,10;0;0;0;66;1;Preshaper;Queue Down
816,10;1501;501;103;106;1;Shaper;Queue Up
816,10;1501;501;103;106;1;Shaper;Start Process
817,10;1505;505;100;53;3;Conditioner;Queue Up
817,10;1505;505;100;53;3;Conditioner;Start Process
817,10;0;0;0;109;3;Conditioner;Queue Down
818,10;1501;501;103;106;1;Shaper;End Process
818,10;0;0;0;53;3;Conditioner;Release TU
819,10;1503;503;108;19;2;Preshaper;Queue Up
819,10;1502;502;111;0;1;Melter;Queue Up
819,10;1503;503;108;19;2;Preshaper;Start Process
819,10;1502;502;111;1;1;Melter;Start Process
820,10;1505;505;106;4;4;Melter;End Process
820,10;1502;502;105;55;2;Conditioner;Queue Up
820,10;1502;502;105;55;2;Conditioner;Start Process
820,10;0;0;0;118;2;Conditioner;Queue Down
821,10;0;0;0;55;2;Conditioner;Release TU
822,10;1505;505;100;102;3;Conditioner;End Process
823,10;1502;502;111;1;1;Melter;End Process
824,10;1502;502;105;110;2;Conditioner;End Process
825,10;1501;501;109;16;1;Preshaper;Queue Up
825,10;1505;505;100;102;2;Shaper;Queue Up
825,10;1501;501;109;16;1;Preshaper;Start Process
825,10;1505;505;100;102;2;Shaper;Start Process
827,10;0;0;0;14;4;Preshaper;Release TU
827,10;0;0;0;65;3;Preshaper;Queue Down
827,10;1502;502;105;110;1;Shaper;Queue Up
827,10;1502;502;105;110;1;Shaper;Start Process
828,10;0;0;0;11;3;Preshaper;Release TU
828,10;0;0;0;60;2;Preshaper;Queue Down
829,10;1506;506;110;0;3;Melter;Queue Up
829,10;1506;506;104;62;4;Preshaper;End Process
829,10;1505;505;100;102;2;Shaper;End Process
829,10;1502;502;105;110;1;Shaper;End Process
829,10;1506;506;110;12;3;Melter;Start Process
830,10;1504;504;107;0;2;Melter;Queue Up
830,10;1504;504;101;65;3;Preshaper;End Process
830,10;1505;505;106;4;3;Preshaper;Queue Up
830,10;1504;504;107;3;2;Melter;Start Process
830,10;1505;505;106;4;3;Preshaper;Start Process
833,10;0;0;0;19;2;Preshaper;Release TU
833,10;1502;502;111;1;2;Preshaper;Queue Up
834,10;1506;506;104;62;4;Conditioner;Queue Up
834,10;1506;506;104;62;4;Conditioner;Start Process
834,10;0;0;0;117;4;Conditioner;Queue Down
835,10;1503;503;108;60;2;Preshaper;End Process
835,10;1502;502;111;1;2;Preshaper;Start Process
835,10;1506;506;110;12;3;Melter;End Process
835,10;1504;504;101;65;3;Conditioner;Queue Up
835,10;0;0;0;62;4;Conditioner;Release TU
835,10;1504;504;101;65;3;Conditioner;Start Process
835,10;0;0;0;104;3;Conditioner;Queue Down
836,10;1504;504;107;3;2;Melter;End Process
836,10;0;0;0;65;3;Conditioner;Release TU
837,10;0;0;0;16;1;Preshaper;Release TU
839,10;1501;501;109;66;1;Preshaper;End Process
839,10;1503;503;114;0;3;Melter;Queue Up
839,10;1503;503;114;8;3;Melter;Start Process
840,10;1506;506;104;105;4;Conditioner;End Process
840,10;1504;504;101;109;3;Conditioner;End Process
840,10;1503;503;108;60;2;Conditioner;Queue Up
840,10;1503;503;108;60;2;Conditioner;Start Process
840,10;0;0;0;113;2;Conditioner;Queue Down
841,10;0;0;0;60;2;Conditioner;Release TU
843,10;1506;506;104;105;2;Shaper;Queue Up
843,10;1504;504;101;109;2;Shaper;Queue Up
843,10;1506;506;104;105;2;Shaper;Start Process
844,10;1501;501;109;66;1;Conditioner;Queue Up
844,10;1503;503;108;118;2;Conditioner;End Process
844,10;1501;501;109;66;1;Conditioner;Start Process
844,10;0;0;0;111;1;Conditioner;Queue Down
845,10;0;0;0;54;3;Preshaper;Queue Down
845,10;1506;506;110;12;4;Preshaper;Queue Up
845,10;1503;503;114;8;3;Melter;End Process
845,10;0;0;0;66;1;Conditioner;Release TU
845,10;1506;506;110;12;4;Preshaper;Start Process
846,10;0;0;0;57;4;Preshaper;Queue Down
846,10;0;0;0;4;3;Preshaper;Release TU
846,10;1504;504;107;3;3;Preshaper;Queue Up
847,10;1501;501;115;0;2;Melter;Queue Up
847,10;1506;506;104;105;2;Shaper;End Process
847,10;1504;504;101;109;2;Shaper;Start Process
847,10;1501;501;109;101;1;Conditioner;End Process
847,10;1503;503;108;118;1;Shaper;Queue Up
847,10;1501;501;115;14;2;Melter;Start Process
847,10;1503;503;108;118;1;Shaper;Start Process
848,10;1505;505;112;0;4;Melter;Queue Up
848,10;1505;505;106;54;3;Preshaper;End Process
848,10;1504;504;107;3;3;Preshaper;Start Process
848,10;0;0;0;67;2;Preshaper;Queue Down
848,10;1505;505;112;5;4;Melter;Start Process
849,10;0;0;0;1;2;Preshaper;Release TU
849,10;1503;503;108;118;1;Shaper;End Process
850,10;0;0;0;63;1;Preshaper;Queue Down
850,10;1501;501;109;101;1;Shaper;Queue Up
850,10;1501;501;109;101;1;Shaper;Start Process
851,10;1502;502;111;67;2;Preshaper;End Process
851,10;1504;504;101;109;2;Shaper;End Process
852,10;1501;501;109;101;1;Shaper;End Process
853,10;1501;501;115;14;2;Melter;End Process
853,10;1505;505;106;54;3;Conditioner;Queue Up
853,10;1505;505;106;54;3;Conditioner;Start Process
853,10;0;0;0;108;3;Conditioner;Queue Down
854,10;0;0;0;54;3;Conditioner;Release TU
855,10;1503;503;114;8;2;Preshaper;Queue Up
855,10;1502;502;117;0;2;Melter;Queue Up
855,10;1503;503;114;8;2;Preshaper;Start Process
855,10;1502;502;117;11;2;Melter;Start Process
856,10;1505;505;112;5;4;Melter;End Process
856,10;1502;502;111;67;2;Conditioner;Queue Up
856,10;1502;502;111;67;2;Conditioner;Start Process
856,10;0;0;0;116;2;Conditioner;Queue Down
857,10;0;0;0;67;2;Conditioner;Release TU
858,10;1505;505;106;104;3;Conditioner;End Process
860,10;1502;502;111;113;2;Conditioner;End Process
861,10;1502;502;117;11;2;Melter;End Process
861,10;1505;505;106;104;2;Shaper;Queue Up
861,10;1505;505;106;104;2;Shaper;Start Process
863,10;0;0;0;12;4;Preshaper;Release TU
863,10;0;0;0;53;3;Preshaper;Queue Down
863,10;1501;501;115;14;1;Preshaper;Queue Up
863,10;1502;502;111;113;1;Shaper;Queue Up
863,10;1501;501;115;14;1;Preshaper;Start Process
863,10;1502;502;111;113;1;Shaper;Start Process
864,10;0;0;0;3;3;Preshaper;Release TU
864,10;0;0;0;60;2;Preshaper;Queue Down
865,10;1506;506;116;0;3;Melter;Queue Up
865,10;1506;506;110;57;4;Preshaper;End Process
865,10;1505;505;106;104;2;Shaper;End Process
865,10;1502;502;111;113;1;Shaper;End Process
865,10;1506;506;116;2;3;Melter;Start Process
866,10;1504;504;113;0;1;Melter;Queue Up
866,10;1504;504;107;53;3;Preshaper;End Process
866,10;1505;505;112;5;3;Preshaper;Queue Up
866,10;1504;504;113;13;1;Melter;Start Process
866,10;1505;505;112;5;3;Preshaper;Start Process
869,10;0;0;0;8;2;Preshaper;Release TU
870,10;1506;506;110;57;4;Conditioner;Queue Up
870,10;1504;504;113;13;1;Melter;End Process
870,10;1506;506;110;57;4;Conditioner;Start Process
870,10;0;0;0;112;4;Conditioner;Queue Down
871,10;1503;503;114;60;2;Preshaper;End Process
871,10;1502;502;117;11;2;Preshaper;Queue Up
871,10;1506;506;116;2;3;Melter;End Process
871,10;1504;504;107;53;3;Conditioner;Queue Up
871,10;0;0;0;57;4;Conditioner;Release TU
871,10;1502;502;117;11;2;Preshaper;Start Process
871,10;1504;504;107;53;3;Conditioner;Start Process
871,10;0;0;0;110;3;Conditioner;Queue Down
872,10;0;0;0;53;3;Conditioner;Release TU
875,10;0;0;0;14;1;Preshaper;Release TU
875,10;1503;503;120;0;3;Melter;Queue Up
875,10;1503;503;120;19;3;Melter;Start Process
876,10;1506;506;110;117;4;Conditioner;End Process
876,10;1504;504;107;108;3;Conditioner;End Process
876,10;1503;503;114;60;2;Conditioner;Queue Up
876,10;1503;503;114;60;2;Conditioner;Start Process
876,10;0;0;0;105;2;Conditioner;Queue Down
877,10;1501;501;115;63;1;Preshaper;End Process
877,10;0;0;0;60;2;Conditioner;Release TU
879,10;1506;506;110;117;2;Shaper;Queue Up
879,10;1504;504;107;108;2;Shaper;Queue Up
879,10;1506;506;110;117;2;Shaper;Start Process
880,10;1504;504;113;13;3;Preshaper;Queue Up
880,10;1503;503;114;116;2;Conditioner;End Process
881,10;0;0;0;55;3;Preshaper;Queue Down
881,10;1506;506;116;2;4;Preshaper;Queue Up
881,10;1503;503;120;19;3;Melter;End Process
881,10;1506;506;116;2;4;Preshaper;Start Process
882,10;0;0;0;64;4;Preshaper;Queue Down
882,10;0;0;0;5;3;Preshaper;Release TU
882,10;1501;501;115;63;1;Conditioner;Queue Up
882,10;1501;501;115;63;1;Conditioner;Start Process
882,10;0;0;0;114;1;Conditioner;Queue Down
883,10;1506;506;110;117;2;Shaper;End Process
883,10;1504;504;107;108;2;Shaper;Start Process
883,10;1503;503;114;116;1;Shaper;Queue Up
883,10;0;0;0;63;1;Conditioner;Release TU
883,10;1503;503;114;116;1;Shaper;Start Process
884,10;1505;505;118;0;4;Melter;Queue Up
884,10;1505;505;112;55;3;Preshaper;End Process
884,10;1504;504;113;13;3;Preshaper;Start Process
884,10;0;0;0;66;2;Preshaper;Queue Down
884,10;1505;505;118;7;4;Melter;Start Process
885,10;0;0;0;11;2;Preshaper;Release TU
885,10;1501;501;115;111;1;Conditioner;End Process
885,10;1503;503;114;116;1;Shaper;End Process
887,10;1502;502;117;66;2;Preshaper;End Process
887,10;1504;504;107;108;2;Shaper;End Process
888,10;0;0;0;56;1;Preshaper;Queue Down
888,10;1501;501;115;111;1;Shaper;Queue Up
888,10;1501;501;115;111;1;Shaper;Start Process
889,10;1505;505;112;55;3;Conditioner;Queue Up
889,10;1505;505;112;55;3;Conditioner;Start Process
889,10;0;0;0;102;3;Conditioner;Queue Down
890,10;1501;501;115;111;1;Shaper;End Process
890,10;0;0;0;55;3;Conditioner;Release TU
891,10;1503;503;120;19;2;Preshaper;Queue Up
891,10;1503;503;120;19;2;Preshaper;Start Process
892,10;1505;505;118;7;4;Melter;End Process
892,10;1502;502;117;66;2;Conditioner;Queue Up
892,10;1502;502;117;66;2;Conditioner;Start Process
892,10;0;0;0;118;2;Conditioner;Queue Down
893,10;0;0;0;66;2;Conditioner;Release TU
894,10;1505;505;112;110;3;Conditioner;End Process
896,10;1502;502;117;105;2;Conditioner;End Process
897,10;1505;505;112;110;2;Shaper;Queue Up
897,10;1505;505;112;110;2;Shaper;Start Process
899,10;0;0;0;2;4;Preshaper;Release TU
899,10;0;0;0;62;3;Preshaper;Queue Down
899,10;1502;502;117;105;1;Shaper;Queue Up
899,10;1502;502;117;105;1;Shaper;Start Process
900,10;0;0;0;13;3;Preshaper;Release TU
900,10;0;0;0;54;2;Preshaper;Queue Down
901,10;1506;506;116;64;4;Preshaper;End Process
901,10;1505;505;112;110;2;Shaper;End Process
901,10;1502;502;117;105;1;Shaper;End Process
902,10;1504;504;119;0;2;Melter;Queue Up
902,10;1504;504;113;62;3;Preshaper;End Process
902,10;1505;505;118;7;3;Preshaper;Queue Up
902,10;1504;504;119;1;2;Melter;Start Process
902,10;1505;505;118;7;3;Preshaper;Start Process
905,10;0;0;0;19;2;Preshaper;Release TU
906,10;1506;506;116;64;4;Conditioner;Queue Up
906,10;1506;506;116;64;4;Conditioner;Start Process
906,10;0;0;0;115;4;Conditioner;Queue Down
907,10;1503;503;120;54;2;Preshaper;End Process
907,10;1504;504;113;62;3;Conditioner;Queue Up
907,10;0;0;0;64;4;Conditioner;Release TU
907,10;1504;504;113;62;3;Conditioner;Start Process
907,10;0;0;0;101;3;Conditioner;Queue Down
908,10;1504;504;119;1;2;Melter;End Process
908,10;0;0;0;62;3;Conditioner;Release TU
912,10;1506;506;116;112;4;Conditioner;End Process
912,10;1504;504;113;102;3;Conditioner;End Process
912,10;1503;503;120;54;2;Conditioner;Queue Up
912,10;1503;503;120;54;2;Conditioner;Start Process
912,10;0;0;0;113;2;Conditioner;Queue Down
913,10;0;0;0;54;2;Conditioner;Release TU
915,10;1506;506;116;112;2;Shaper;Queue Up
915,10;1504;504;113;102;2;Shaper;Queue Up
915,10;1506;506;116;112;2;Shaper;Start Process
916,10;1503;503;120;118;2;Conditioner;End Process
917,10;0;0;0;65;3;Preshaper;Queue Down
918,10;0;0;0;59;4;Preshaper;Queue Down
918,10;0;0;0;7;3;Preshaper;Release TU
918,10;1504;504;119;1;3;Preshaper;Queue Up
919,10;1506;506;116;112;2;Shaper;End Process
919,10;1504;504;113;102;2;Shaper;Start Process
919,10;1503;503;120;118;1;Shaper;Queue Up
919,10;1503;503;120;118;1;Shaper;Start Process
920,10;1505;505;118;65;3;Preshaper;End Process
920,10;1504;504;119;1;3;Preshaper;Start Process
920,10;0;0;0;67;2;Preshaper;Queue Down
921,10;1503;503;120;118;1;Shaper;End Process
923,10;1504;504;113;102;2;Shaper;End Process
925,10;1505;505;118;65;3;Conditioner;Queue Up
925,10;1505;505;118;65;3;Conditioner;Start Process
925,10;0;0;0;109;3;Conditioner;Queue Down
926,10;0;0;0;65;3;Conditioner;Release TU
930,10;1505;505;118;101;3;Conditioner;End Process
933,10;1505;505;118;101;2;Shaper;Queue Up
933,10;1505;505;118;101;2;Shaper;Start Process
935,10;0;0;0;55;3;Preshaper;Queue Down
936,10;0;0;0;1;3;Preshaper;Release TU
937,10;1505;505;118;101;2;Shaper;End Process
938,10;1504;504;119;55;3;Preshaper;End Process
943,10;1504;504;119;55;3;Conditioner;Queue Up
943,10;1504;504;119;55;3;Conditioner;Start Process
943,10;0;0;0;105;3;Conditioner;Queue Down
944,10;0;0;0;55;3;Conditioner;Release TU
948,10;1504;504;119;109;3;Conditioner;End Process
951,10;1504;504;119;109;2;Shaper;Queue Up
951,10;1504;504;119;109;2;Shaper;Start Process
953,10;0;0;0;66;3;Preshaper;Queue Down
955,10;1504;504;119;109;2;Shaper;End Process
